tag,total_posts,total_views,total_answers,total_comments,total_favorites,year
multithreading,11847,42452911,24535,27707,14053,2012
apache-spark,11826,17911018,12744,19523,4776,2018
sql,11791,242514083,45090,12984,40613,2009
numpy,11782,16894958,16389,29690,3814,2018
list,11776,13752044,22188,32592,2542,2017
linux,11766,1056593,8634,25640,666,2021
numpy,11762,30426555,17164,28637,6025,2017
iphone,11703,19117149,16548,23859,5762,2015
sql-server,11699,129281584,31635,13710,17819,2010
selenium,11661,21270182,16230,27554,3412,2017
powershell,11658,8639260,14046,26394,2110,2019
matlab,11649,27935032,17388,21256,5087,2013
string,11639,4631652,20725,34452,1573,2019
vba,11634,574696,10469,32704,769,2021
list,11597,4404562,21736,28349,1667,2019
powershell,11585,22681986,14871,25533,2816,2017
matlab,11544,6497464,12527,26443,1790,2016
apache,11537,21053952,13143,22042,3241,2015
image,11473,59647943,20134,18798,10309,2012
kubernetes,11456,7856750,12819,20522,2106,2020
scala,11455,9943112,14539,18503,3297,2018
image,11438,20773902,14933,26392,3939,2015
ruby-on-rails-4,11435,15998576,15489,18997,6601,2014
linux,11429,127798161,27777,18402,30335,2011
ruby,11427,5698704,15049,28423,1443,2018
forms,11421,15268569,15690,27484,2225,2016
list,11417,7554882,21815,31670,1962,2018
windows,11365,4753721,9834,28678,1708,2020
function,11358,1536516,15286,28567,896,2020
database,11300,4252112,13193,27344,1316,2019
algorithm,11283,10133102,18281,39978,5170,2016
matplotlib,11247,3471437,10401,18003,1082,2020
powershell,11241,13800001,13897,26151,2312,2018
git,11172,9129974,13453,23831,4037,2019
list,11165,21923505,22356,29292,3452,2015
postgresql,11155,36834923,16029,23720,7886,2014
facebook,11148,16323679,11919,17191,5217,2014
list,11091,15936359,21320,29042,2735,2016
dataframe,11064,28174232,17321,18671,5324,2017
algorithm,11051,17229329,20134,39605,10235,2014
performance,11028,27952439,20027,35569,12572,2013
ruby-on-rails,11023,2436436,10946,19100,890,2020
azure,11017,17120590,14623,15489,4178,2016
asp.net-mvc,11013,51103270,23535,9335,15054,2010
macos,10987,22954371,13179,22401,6499,2016
selenium,10986,15604280,15050,25879,2760,2018
swift3,10981,14178322,14367,25975,3881,2017
entity-framework,10972,27240858,14967,24303,6197,2014
api,10943,896197,7464,15870,413,2021
wordpress,10941,28031383,17062,13246,4066,2012
asp.net,10921,2744214,9799,25418,925,2020
list,10908,29723257,22370,25515,4419,2014
python-3.x,10887,41399945,17575,24002,7673,2015
ajax,10874,3865628,12078,33732,961,2019
xml,10847,1756647,11223,19762,715,2020
macos,10837,56706843,17172,18528,15853,2013
windows,10837,90967092,23512,18677,17558,2011
entity-framework,10803,39866250,16613,20639,8384,2013
algorithm,10768,28922192,23994,38994,15747,2013
eclipse,10733,15367723,12276,23466,2299,2016
android-studio,10723,19728640,14710,24102,3974,2018
dart,10707,27900496,15756,15747,5091,2019
csv,10696,15764656,14241,27510,2348,2017
vb.net,10638,46614242,20145,14165,4106,2011
entity-framework,10627,16085629,13583,26695,3659,2015
json,10623,117689320,23148,15512,21204,2011
.htaccess,10543,10774660,12838,17296,1907,2014
list,10489,588706,16362,22624,572,2021
mongodb,10485,41928890,15404,16912,11484,2013
powershell,10482,24828203,13803,19245,2945,2016
scala,10477,20225902,15661,15252,8385,2014
numpy,10435,818194,11298,20205,796,2021
android-studio,10416,50082734,17856,21270,9417,2015
eclipse,10415,88710732,23869,11761,15937,2011
visual-studio-code,10409,8325298,9951,17525,2085,2020
xcode,10406,5334067,10666,18548,2195,2020
swing,10386,42903906,19289,23499,4628,2012
list,10380,69246034,24213,22798,8287,2013
rest,10358,23319816,12652,18646,4693,2016
windows,10355,14303731,10871,28794,3126,2018
selenium,10350,8433563,13782,21820,1809,2019
rest,10349,29679217,12984,17210,6826,2015
apache,10343,15355331,10965,20728,2276,2016
xml,10339,3596002,11912,21102,1020,2019
loops,10337,1292090,15041,24618,774,2020
symfony,10334,14583649,12567,18572,2744,2015
forms,10329,49085674,19940,17998,6285,2012
selenium,10328,22768887,14465,20402,4573,2016
winforms,10301,51351329,19774,20951,4846,2012
ruby-on-rails-4,10299,9178225,13501,17729,3153,2015
google-cloud-firestore,10280,3705090,10857,16933,1048,2020
node.js,10274,109787036,20731,13200,34108,2012
vb.net,10253,5926245,10309,32261,887,2017
apache,10248,40995854,14324,17622,5751,2013
algorithm,10200,7628451,15434,37040,3818,2017
python-2.7,10171,11276178,12755,23690,2118,2018
ruby,10169,63319871,25421,8527,25361,2010
.net-core,10161,4962409,10127,23559,1602,2020
tensorflow,10159,1248598,6154,12734,722,2021
winforms,10158,17119713,14871,26770,2180,2014
laravel,10143,56130626,16772,16954,8691,2014
spring,10127,66232332,17339,12478,12760,2012
keras,10126,5382632,8814,15305,1738,2020
asp.net-mvc-4,10099,25587852,13836,21736,3518,2014
cordova,10096,20228686,12366,15609,5243,2014
kotlin,10086,20799718,14899,19493,4650,2018
sqlite,10072,14914481,13315,21688,3048,2014
hibernate,10067,34473769,13274,19556,5541,2014
linq,10053,36548078,19535,22820,4674,2013
visual-studio-2010,10052,49797444,20136,14004,9701,2011
cordova,10048,17623509,11978,16768,4378,2015
entity-framework,10038,14486380,12563,27199,2922,2016
maven,10031,31708498,12984,20483,4684,2015
swiftui,10002,5522464,10980,13456,3074,2020
apache-spark,9996,3318330,9990,14929,2049,2020
flask,9969,3360432,9049,16137,912,2020
facebook,9958,13119324,10854,17015,3748,2015
symfony,9931,12041075,11781,17877,2032,2016
csv,9924,19398541,13856,23782,2848,2016
express,9923,7280984,11102,19017,1472,2019
express,9905,12950537,11465,20481,2240,2018
ajax,9873,1624724,9157,26613,615,2020
sql-server-2008,9865,67352899,19835,18874,6076,2012
rest,9848,17028558,11346,18628,3311,2017
image,9820,16179207,12645,22420,3053,2016
git,9808,141226040,21975,14849,50523,2012
sql-server-2008,9758,62512661,17850,21671,4964,2013
sqlite,9751,24757556,14869,19157,4666,2013
hibernate,9738,22663552,11922,20177,3815,2015
windows,9717,7969103,9502,26659,2137,2019
perl,9717,15282903,18403,20097,2752,2013
shell,9699,31437829,17359,20580,5554,2014
performance,9679,15681683,14936,33571,9222,2014
qt,9668,20828663,12333,20711,4154,2014
express,9666,695572,7085,14515,402,2021
string,9666,209369027,32875,19056,25240,2011
visual-studio,9652,23882609,12841,22387,4982,2015
shell,9629,16324274,14768,23563,3006,2016
apache-spark,9610,7595684,10218,15266,3236,2019
function,9609,14420235,16417,27041,2537,2015
shell,9602,19439676,15150,22961,3602,2015
android-studio,9592,1487181,6788,12173,758,2021
sqlite,9592,11426191,11861,21597,2408,2015
visual-studio,9592,10056917,10342,26389,2110,2018
maven,9588,20003769,11017,22221,2983,2017
python-2.7,9584,60459277,16924,17658,9229,2013
excel,9579,106030222,16899,17976,7009,2012
forms,9577,11418940,12583,24022,1758,2017
symfony,9577,18690047,12511,15639,3812,2014
maven,9558,23761449,11324,20998,3740,2016
.htaccess,9555,7794287,10977,17476,1467,2015
.net,9549,740524,7339,23417,577,2021
xml,9548,62273740,20683,9688,12440,2010
wpf,9539,4127812,10106,25584,1177,2018
function,9537,35649282,19448,24129,5745,2013
firebase-realtime-database,9515,11143466,10899,18521,3159,2017
html,9504,251416358,38282,10535,57045,2009
docker,9504,54555485,14291,15144,14246,2016
function,9492,18207078,17113,24943,2867,2014
xcode,9484,13726795,11780,21605,4183,2018
asp.net-core,9482,21987955,11934,24843,5068,2018
macos,9469,18193995,10600,20722,4696,2017
macos,9469,46775216,16407,13948,14558,2012
qt,9457,30501826,13582,16820,5494,2013
selenium,9451,738477,9284,16020,442,2021
asp.net-core,9440,942076,8250,20621,624,2021
visual-studio-2010,9419,29007775,13963,20502,3550,2013
matlab,9412,4331882,10400,19848,1255,2017
visual-studio-code,9353,1319257,6169,14266,709,2021
express,9347,14976223,11021,18786,2815,2017
swing,9344,7829541,11462,27106,1190,2015
kubernetes,9341,13778277,12707,14944,3286,2019
hibernate,9339,17858241,10578,20475,2718,2016
mysql,9315,132797333,30932,8849,31668,2009
parse-platform,9313,6412550,10555,16404,2335,2015
asp.net-mvc,9297,4531417,10050,25072,1371,2019
regex,9289,510134,13406,21509,622,2021
maven,9275,37389536,13009,17230,5685,2014
function,9271,8127454,14385,26932,1797,2017
ruby,9241,3329797,12129,21075,1126,2019
.htaccess,9241,18217207,12440,13517,2969,2013
multithreading,9225,40106680,21882,16425,15701,2011
numpy,9208,31393385,14043,20652,6570,2016
algorithm,9202,1816391,12552,28844,1969,2020
performance,9189,11532307,13408,32433,6705,2015
unity3d,9186,6217681,10075,21519,1090,2019
linq,9182,15192752,15689,22278,2337,2014
codeigniter,9180,31336828,15819,19327,2828,2013
sqlite,9167,8740492,10988,21446,1804,2016
algorithm,9154,37217419,23134,28561,21675,2012
api,9148,6360738,9961,17986,1348,2019
android-studio,9111,22838884,13747,19928,4563,2017
ionic-framework,9087,14541265,11082,15518,2488,2016
apache,9065,11200908,9089,19177,1868,2017
shell,9064,11215542,13394,23174,2149,2017
xamarin,9064,9884387,10189,18716,2050,2017
sql-server,9038,195740807,32733,8365,29221,2009
qt,9037,14517464,10444,19849,3105,2015
function,9026,9783139,14683,25724,1932,2016
regex,9021,84453396,27053,14343,17568,2010
csv,9018,22954361,13174,21734,3180,2015
hibernate,9009,40349078,12775,15222,5548,2013
pandas,8996,68388731,13897,16266,13392,2015
qt,8986,11553132,10063,21162,2550,2016
dictionary,8973,1289890,14235,19892,741,2020
cordova,8952,12095005,9922,16668,2698,2016
scala,8952,4137692,10734,14822,2372,2019
winforms,8919,56901999,19711,14832,6356,2011
uitableview,8909,14760849,14247,21517,4206,2015
api,8858,9234368,9878,18074,1965,2018
oracle,8854,84719123,16953,15971,6343,2012
database,8839,494346,6979,16574,382,2021
api,8833,10846447,9967,15957,2258,2017
visual-studio,8824,3170215,8134,22347,861,2020
ipad,8799,21373361,15034,12232,7204,2012
visual-studio-2012,8774,34322257,13918,17155,6514,2013
perl,8772,7269292,15316,19637,1639,2014
powershell,8759,28604886,12111,15933,2903,2015
meteor,8757,5781003,10362,12151,2311,2015
hibernate,8756,13782768,9643,20188,2359,2017
rest,8756,30198852,11736,13166,7234,2014
sqlite,8740,29023408,14567,13471,5851,2012
entity-framework,8739,32895424,14150,13723,8612,2012
performance,8728,34287908,18754,25441,26774,2012
image,8714,13481303,10631,20251,2454,2017
performance,8710,9854396,12033,30871,5713,2016
shell,8665,65676783,17712,15599,10662,2013
csv,8664,1772344,10146,19419,604,2020
keras,8663,9524164,8632,14580,2775,2019
multithreading,8644,5306987,9953,29256,2501,2018
express,8631,18004197,10818,15731,3402,2016
loops,8626,8464944,14869,23817,1437,2016
loops,8620,11375562,15558,23884,1751,2015
vue.js,8615,41210747,12272,16244,6772,2017
class,8600,32247771,18058,22059,4959,2013
codeigniter,8591,10375793,12013,23579,1157,2016
loops,8578,8263487,14297,24471,1433,2017
cordova,8570,23454494,12123,11275,6064,2013
powershell,8569,711666,7889,18550,857,2021
uitableview,8567,15122435,14124,20472,4438,2014
scala,8541,20557831,14285,11154,9898,2013
winforms,8538,11006846,11408,25015,1713,2015
google-maps,8528,13474647,10474,15143,2680,2016
google-maps,8527,15622191,10645,15306,3243,2015
google-cloud-platform,8524,3219590,9138,15783,1043,2020
visual-studio-2015,8518,17194056,10493,20047,3633,2016
postgresql,8504,50969615,14801,15883,9832,2013
function,8493,4437616,12766,24842,1235,2018
linq,8469,31871430,17644,15831,4709,2012
unit-testing,8466,19357816,10942,15343,4433,2016
api,8458,12723761,9700,14081,2835,2016
macos,8438,5474460,7610,17301,2015,2020
symfony,8432,9117185,9740,17623,1383,2017
ipad,8424,27847370,15607,8138,10296,2011
unity3d,8412,3167231,9269,15784,612,2020
amazon-web-services,8395,25491787,11728,12197,6512,2015
for-loop,8392,1041047,12580,20383,606,2020
unity3d,8378,8108273,9080,20830,1556,2018
django,8377,49055241,18399,6539,18865,2010
linq,8363,10116144,14168,23263,1752,2015
codeigniter,8361,14593855,12547,22419,1606,2015
laravel-5,8360,19687078,12211,18377,2620,2017
machine-learning,8350,3534501,7782,11886,1445,2020
cocoa-touch,8339,31616916,17102,8519,13135,2011
rest,8339,10858849,9408,16658,2025,2018
wcf,8334,27357731,13290,9446,5642,2011
sorting,8329,11517172,14430,22395,2606,2015
spring-mvc,8327,31047063,11006,17502,5174,2015
web-scraping,8317,1676026,8998,14505,918,2020
ionic-framework,8317,13001438,9797,14832,2453,2017
eclipse,8316,10854567,9029,19566,1625,2017
google-sheets,8315,1870959,9456,16564,582,2020
file,8312,48964849,15288,19607,5888,2013
bash,8274,102079313,21649,14045,21518,2012
function,8272,2469990,12231,22846,1067,2019
entity-framework,8267,9301425,9687,24922,1979,2017
go,8256,3650675,8748,18567,1390,2020
ajax,8252,48978316,18136,8704,14071,2010
xcode,8233,9084634,10042,17105,3306,2019
sqlite,8217,7892768,9500,20240,1648,2017
spring-boot,8214,39941530,11659,16065,6940,2016
loops,8188,4568882,13022,23460,1070,2018
database,8175,54613715,22139,9078,18348,2010
scala,8173,1782302,9268,14655,1608,2020
image,8171,54393849,16418,10728,11260,2011
file,8139,16377823,12215,23097,2354,2015
apache,8139,43972840,13146,12619,7332,2012
class,8136,14613069,14508,22513,2793,2014
unit-testing,8131,17661099,10047,15453,3584,2017
jsp,8127,20436895,10931,18946,1859,2014
file,8105,18540339,12994,21094,2559,2014
google-maps,8096,17599565,10087,15054,4085,2014
asp.net-mvc,8093,1791986,7706,17421,607,2020
google-maps,8070,28494125,11647,12877,6414,2013
loops,8063,15612959,15506,21504,2293,2014
winforms,8061,8238356,10227,25225,1318,2016
.htaccess,8047,4887397,8785,14993,944,2016
webpack,8047,21076062,9262,13273,4847,2017
xamarin,8031,13216413,10184,15611,2627,2016
c++11,8024,12191438,13138,30227,5968,2015
string,8023,507579,11967,20981,507,2021
azure,8014,12805362,10692,10885,3452,2015
qt,7996,8761817,8334,20595,1927,2017
ios7,7993,11613198,11069,15076,4970,2014
windows,7984,693103,4988,16888,626,2021
tkinter,7983,1360362,7683,20719,493,2020
google-chrome,7982,20727134,9687,17916,5143,2015
git,7977,1099008,7142,17364,1550,2021
web-services,7975,27634496,10461,13858,4814,2013
.net-core,7974,9898534,9124,19741,2480,2019
windows,7969,74940057,20268,9678,15544,2010
unit-testing,7965,18250458,10555,13315,4463,2015
web-services,7957,27514130,11749,11801,4869,2012
google-chrome,7954,30579157,10702,17184,7030,2014
ios5,7953,17661167,12847,9867,6656,2012
symfony,7939,27482243,11690,11546,5351,2013
go,7932,12405274,9943,19615,3495,2018
jquery-ui,7920,29789877,13271,11744,4100,2012
loops,7918,2416235,12321,20635,813,2019
date,7914,21782540,13600,18949,2739,2015
linq,7909,8154825,13293,23666,1412,2016
silverlight,7905,12381619,12584,7444,3108,2011
selenium,7905,22640006,11438,14315,5068,2015
spring-mvc,7899,24579664,9975,16769,4041,2016
hibernate,7879,40512438,12357,10008,6640,2012
xaml,7878,11510129,9928,14827,2082,2014
multithreading,7871,1478145,7524,23462,1305,2020
firebase-realtime-database,7868,5959644,9020,17175,1459,2018
sockets,7857,16457721,9428,19213,3282,2014
wcf,7849,21073696,10926,11883,4041,2012
csv,7831,24956848,11822,18395,3693,2014
date,7823,33837523,14735,17870,3601,2014
codeigniter,7820,14234464,11770,17055,1282,2014
jsp,7811,33225216,11830,15784,2977,2013
validation,7803,19579467,12008,15202,2919,2014
uitableview,7799,19141636,15029,16783,7474,2013
visual-studio,7798,6493603,8220,20438,1427,2019
windows-phone-8,7792,6012418,9463,12438,1475,2014
asp.net-core,7789,29584157,10813,17384,6992,2017
matplotlib,7762,6372183,7558,16477,1394,2019
algorithm,7758,4375932,12115,29115,2708,2018
google-apps-script,7750,1758728,8120,19644,692,2020
kubernetes,7749,1136414,6723,12265,747,2021
web-services,7740,16412531,8760,13669,2979,2014
c++11,7735,9423206,12612,29949,4502,2016
perl,7735,19134742,16686,14574,3480,2012
ruby,7726,1605416,9083,15999,664,2020
oracle,7723,443745,8690,15832,483,2021
performance,7706,7288483,9974,27868,3945,2017
csv,7692,8347508,10139,20386,1393,2018
ggplot2,7681,1340487,8086,12136,1537,2020
wpf,7673,2042219,7823,21268,822,2019
sorting,7668,9201489,12832,21810,1974,2016
sockets,7668,12500766,8573,20367,2564,2015
sorting,7667,16046110,13830,20349,3872,2014
go,7656,6671778,8989,18063,2101,2019
android-studio,7649,8421577,9736,15190,1972,2019
iphone,7645,10580494,9989,17362,3125,2016
performance,7638,40772809,19706,18686,18096,2011
asp.net-mvc,7635,50311703,20441,5104,20422,2009
date,7626,17966704,12825,19387,1969,2016
macos,7611,42480398,15028,9189,15363,2011
unity3d,7609,10815878,8504,18370,1818,2017
maven,7603,47531630,12373,12147,7542,2013
dictionary,7597,9885225,13162,20493,2020,2017
actionscript-3,7585,12876354,13091,7843,2031,2011
dictionary,7561,13843001,13312,19782,2501,2016
forms,7560,49199186,16136,10413,6575,2011
android-fragments,7525,14501851,10997,16915,3445,2015
dataframe,7514,34221486,11967,12826,6453,2016
codeigniter,7509,7129549,10791,22357,1104,2017
visual-studio,7495,20040785,10685,16566,4139,2014
loops,7480,25697598,15771,18378,2878,2013
c#,7477,219321759,39516,5556,80958,2008
elasticsearch,7474,11788982,7938,12011,2613,2016
csv,7459,4015339,9696,18987,875,2019
macos,7449,13424264,8205,16948,3874,2018
android-fragments,7443,17938878,10696,14964,3742,2014
google-chrome,7403,43410919,11511,15765,9190,2013
maven,7399,11772112,7996,17149,2126,2018
function,7395,382575,8606,17841,384,2021
mongodb,7380,41089995,12820,8833,12070,2012
file,7379,10373829,10488,21705,1707,2016
shell,7378,5465033,10120,19524,1163,2018
google-chrome,7373,18389133,8497,16511,4214,2016
