시군명,시설구분명,공사립구분명,시설명,전화번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
시흥시,유치원,공립,송운초등학교병설유치원,070-4355-0603,경기도 시흥시 정왕동 1875-3번지 송운초등학교병설유치원,경기도 시흥시 옥구천동로 433-25,15028,37.3599407332,126.7298315102
시흥시,유치원,공립,시화유치원,031-319-0642,경기도 시흥시 정왕동 1418-2번지 시화유치원,경기도 시흥시 큰솔로7번길 10,15059,37.3390847743,126.7512800587
시흥시,유치원,공립,시흥능곡초등학교병설유치원,070-7096-7291,경기도 시흥시 능곡동 797번지,경기도 시흥시 능곡중앙로 22,14995,37.3653376846,126.8125795004
시흥시,유치원,공립,시흥월곶초등학교병설유치원,070-7097-2518,경기도 시흥시 월곶동 1010-5번지 시흥월곶초등학교,경기도 시흥시 월곶해안로 69,14964,37.3915825549,126.7370230106
시흥시,유치원,공립,시흥장현초등학교병설유치원,070-7097-1805,경기도 시흥시 장현동 169-6번지 시흥장현초등학교,경기도 시흥시 시청로80번길 5,14996,37.3817760433,126.7987177777
시흥시,유치원,공립,시흥초등학교병설유치원,070-7097-2907,경기도 시흥시 정왕동 1871-4번지 시흥초등학교,경기도 시흥시 정왕대로143번길 15,15032,37.3518626905,126.7315876053
시흥시,유치원,공립,연성초등학교병설유치원,070-7014-8707,경기도 시흥시 광석동 89-2번지 연성초등학교 병설유치원,경기도 시흥시 나분들길 44,14979,37.3875571344,126.8185983845
시흥시,유치원,공립,옥터초등학교병설유치원,070-701-5441,경기도 시흥시 정왕동 1988번지 옥터초등학교,경기도 시흥시 옥터로 33,15015,37.3447200453,126.6922609919
시흥시,유치원,공립,운흥초등학교병설유치원,070-7091-3873,경기도 시흥시 조남동 675번지 운흥초등학교,경기도 시흥시 목감둘레로 109,14988,37.3726394497,126.8526054148
시흥시,유치원,공립,웃터골초등학교병설유치원,070-7096-7704,경기도 시흥시 은행동 94-11번지,경기도 시흥시 은행고길 18,14923,37.4397115488,126.7992158718
시흥시,유치원,공립,은계초등학교병설유치원,070-7096-7776,경기도 시흥시 대야동 584번지,경기도 시흥시 대은로103번길 24,14915,37.4473225431,126.7977939364
시흥시,유치원,공립,장곡초등학교병설유치원,070-7096-6086,경기도 시흥시 장곡동 797번지 장곡초등학교 병설유치원,경기도 시흥시 장곡로70번길 12,15002,37.3811057106,126.7816929132
시흥시,유치원,공립,조남유치원,031-487-2528,경기도 시흥시 조남동 703번지 조남유치원,경기도 시흥시 목감둘레로 199,14986,37.3765030427,126.8584347526
시흥시,유치원,공립,진말초등학교병설유치원,070-709-7140,경기도 시흥시 장곡동 827번지 진말초등학교,경기도 시흥시 황고개로 567,15002,37.3806397933,126.7879945659
시흥시,유치원,공립,하중초등학교병설유치원,070-7097-1306,경기도 시흥시 하중동 863번지 하중초등학교,경기도 시흥시 하중로209번길 10,14976,37.3929174181,126.8069425118
시흥시,유치원,사립,군자유치원,031-495-7336,경기도 시흥시 거모동 1759-2번지,경기도 시흥시 군자로533번길 21,15068,37.3445605152,126.7864948867
시흥시,유치원,사립,꿈나래유치원,031-435-3344,경기도 시흥시 장곡동 801-2번지,경기도 시흥시 장곡로70번길 7-3,15002,37.3800766179,126.7806571869
시흥시,유치원,사립,다원유치원,031-434-2336,경기도 시흥시 정왕동 1569-9번지,경기도 시흥시 정왕천로375번길 19,15058,37.3425547631,126.7475782485
시흥시,유치원,사립,등밭유치원,031-318-7337,경기도 시흥시 은행동 549-1번지,경기도 시흥시 은행로 280,14918,37.4417983975,126.7972101129
시흥시,유치원,사립,모아유치원,031-317-9001,경기도 시흥시 능곡동 547번지 유치원,경기도 시흥시 승지로 104,14994,37.3726703078,126.8115787800
시흥시,유치원,사립,보람유치원,031-432-7979,경기도 시흥시 정왕동 1518번지,경기도 시흥시 정왕천로408번길 19,15051,37.3432518095,126.7533313535
시흥시,유치원,사립,세심유치원,031-311-6045,경기도 시흥시 신천동 889-6번지,경기도 시흥시 시흥대로 1059,14951,37.4305182307,126.7923036116
시흥시,유치원,사립,소래유치원,031-313-1568,경기도 시흥시 대야동 121-1번지 소래유치원,경기도 시흥시 윗대야2길 17,14900,37.4547366092,126.7870255280
시흥시,유치원,사립,시화리라유치원,031-431-8000,경기도 시흥시 정왕동 1179-3번지 시화리라유치원,경기도 시흥시 정왕천로427번길 13,15052,37.3460596364,126.7517533570
시흥시,유치원,사립,아란유치원,031-318-6155,경기도 시흥시 하중동 849번지,경기도 시흥시 하중로173번길 11,14976,37.3960479155,126.8039416791
시흥시,유치원,사립,아이그루유치원,031-314-3344,경기도 시흥시 대야동 458-3번지,경기도 시흥시 대골안길 26-1,14905,37.4470456103,126.7889687633
시흥시,유치원,사립,예일유치원,031-315-1800,경기도 시흥시 매화동 259-1번지,경기도 시흥시 매화로 66,14939,37.4136075733,126.8143551437
시흥시,유치원,사립,이레유치원,031-403-4222,경기도 시흥시 논곡동 270-3번지,경기도 시흥시 수인로2431번길 15,14982,37.3947712945,126.8550118147
시흥시,유치원,사립,풍림월드유치원,031-318-8518,경기도 시흥시 월곶동 1010-4번지,경기도 시흥시 월곶해안로 87,14964,37.3904390965,126.7373884019
시흥시,유치원,사립,한울유치원,031-433-0052,경기도 시흥시 정왕동 1994-8번지,경기도 시흥시 오이도어시장로 33,15015,37.3444744896,126.6913930281
시흥시,유치원,사립,해맑은유치원,031-317-9414,경기도 시흥시 장현동 540번지,경기도 시흥시 시청로 77,14998,37.3796686435,126.7992767343
시흥시,유치원,사립,해오름유치원,031-315-2133,경기도 시흥시 포동 13-3번지 태산아파트(유치원) 14동,,14957,37.4073275649,126.7830502941
시흥시,유치원,공립,시흥매화초등학교병설유치원,070-7097-0105,경기도 시흥시 매화동 445-1번지 시흥매화초등학교 병설유치원,경기도 시흥시 매화1로 62,14940,37.4161296697,126.8083505602
시흥시,유치원,사립,은행유치원,031-311-4430,경기도 시흥시 은행동 321-1번지,경기도 시흥시 검바위1로 9,14921,37.4303227584,126.7938520250
시흥시,유치원,사립,해피아이유치원,031-317-1004,경기도 시흥시 은행동 547-7번지,경기도 시흥시 은행로 92,14916,37.4396274283,126.7974646477
시흥시,유치원,공립,검바위초등학교병설유치원,070-7097-1003,경기도 시흥시 은행동 262번지 검바위초등학교,경기도 시흥시 수인로3247번길 59,14922,37.4327455137,126.7984664383
시흥시,유치원,공립,배곧누리유치원,031-319-4368,경기도 시흥시 정왕동 2386번지 배곧1 유치원 배곧누리유치원,경기도 시흥시 배곧5로 65-9,15010,37.3831595454,126.7336653902
시흥시,유치원,공립,배곧유치원,031-499-3921,경기도 시흥시 정왕동 2480번지 배곧유치원,경기도 시흥시 배곧4로 44-8,15010,37.3761370577,126.7281696099
시흥시,유치원,공립,배곧해솔초등학교병설유치원,031-8063-7802,경기도 시흥시 정왕동 2560번지 배곧해솔초등학교병설유치원,경기도 시흥시 서울대학로 150-17,15011,37.3602462886,126.7180346914
시흥시,유치원,공립,서촌초등학교병설유치원,070-7014-4094,경기도 시흥시 정왕동 1848-1번지,경기도 시흥시 정왕대로118번길 27,15038,37.3491406712,126.7272748230
시흥시,유치원,공립,소래초등학교병설유치원,031-312-5273,경기도 시흥시 신천동 704-2번지 소래초등학교 병설유치원,경기도 시흥시 호현로27번길 14,14904,37.4436575450,126.7838819761
시흥시,유치원,공립,승지초등학교병설유치원,070-7013-8604,경기도 시흥시 능곡동 550번지 승지초등학교,경기도 시흥시 승지로 110,14994,37.3725006282,126.8125162492
시흥시,유치원,공립,시흥도원초등학교병설유치원,070-7097-1104,경기도 시흥시 신천동 438-1번지 시흥도원초등학교,경기도 시흥시 수인로3413번길 34,14946,37.4397716083,126.7776897604
시흥시,유치원,공립,시흥은행초등학교병설유치원,070-7097-0207,경기도 시흥시 은행동 545번지 시흥은행초등학교 병설유치원,경기도 시흥시 대은로104번길 29-10,14916,37.4423543000,126.8008585240
시흥시,유치원,공립,신천초등학교병설유치원,070-7097-2208,경기도 시흥시 신천동 203번지 신천초등학교 병설유치원,경기도 시흥시 포도원로 88,14953,37.4348800407,126.7829358410
시흥시,유치원,공립,조남초등학교병설유치원,031-490-8280,경기도 시흥시 조남동 701번지 조남초등학교 병설유치원,경기도 시흥시 목감둘레로 229-9,14986,37.3783599745,126.8591312026
시흥시,유치원,공립,함현초등학교병설유치원,070-7097-0804,경기도 시흥시 정왕동 1878-10번지 함현초등학교,경기도 시흥시 역전로 455,15017,37.3648872794,126.7377493750
시흥시,유치원,사립,궁전유치원,031-499-7330,경기도 시흥시 정왕동 1207번지,경기도 시흥시 정왕천로411번길 51,15052,37.3469418192,126.7471683936
시흥시,유치원,사립,도일유치원,031-508-1515,경기도 시흥시 거모동 1738-5번지 도일유치원,경기도 시흥시 도일로123번길 41,15070,37.3445603390,126.7815292990
시흥시,유치원,사립,매화유치원,031-313-8039,경기도 시흥시 매화동 250-1번지,경기도 시흥시 매화1로 5,14940,37.4152470895,126.8141590020
시흥시,유치원,사립,새빛유치원,031-432-0887,경기도 시흥시 거모동 612-1번지,경기도 시흥시 군자로315번길 4,15044,37.3578084943,126.7737698111
시흥시,유치원,사립,세종유치원,031-504-0101,경기도 시흥시 장곡동 807번지,경기도 시흥시 인선길 56,15002,37.3784381021,126.7813620324
시흥시,유치원,사립,소망유치원,031-311-3210,경기도 시흥시 대야동 457-12번지,경기도 시흥시 대골안길 26-10,14905,37.4474594539,126.7886285590
시흥시,유치원,사립,시흥유치원,031-311-0670,경기도 시흥시 은행동 277-1번지,경기도 시흥시 은행로12번길 24,14921,37.4328491308,126.7958787608
시흥시,유치원,사립,아름유치원,031-312-7772,경기도 시흥시 신천동 213번지,경기도 시흥시 포도원로 96,14953,37.4341888928,126.7843502222
시흥시,유치원,사립,윤정유치원,031-317-3700,경기도 시흥시 하상동 368번지 연꽃마을대우.삼호아파트,,14977,37.3956112686,126.8123561790
시흥시,유치원,사립,진영유치원,031-435-2222,경기도 시흥시 신천동 826-6번지,경기도 시흥시 포도원로 39,14947,37.4359885654,126.7782999497
시흥시,유치원,사립,하하유치원,031-317-8080,경기도 시흥시 하중동 857-5번지,경기도 시흥시 연성로29번길 31,14976,37.3933292876,126.8053830417
시흥시,유치원,공립,월포초등학교병설유치원,070-709-7270,경기도 시흥시 월곶동 994-2번지 월포초등학교,경기도 시흥시 월곶중앙로 18,14967,37.3873611547,126.7430225867

